NCBI_GID	ENSEMBL_GID	Assignation	NCBI_gene_Overlap
106607846	ENSSSAG00000073926	automatic	NA
106607845	ENSSSAG00000073928	automatic	NA
106607847	ENSSSAG00000074136	automatic	NA
100380824	ENSSSAG00000073943	automatic	NA
100196296	ENSSSAG00000073955	automatic	NA
106607848	ENSSSAG00000093323	automatic	NA
106607849	ENSSSAG00000112674	automatic	NA
106607850	ENSSSAG00000074060	automatic	NA
100195865	ENSSSAG00000076558	automatic	NA
106607852	ENSSSAG00000094431	automatic	NA
106607853	ENSSSAG00000076572	automatic	NA
106607855	ENSSSAG00000076587	automatic	NA
106607856	ENSSSAG00000118612	automatic	NA
106607631	ENSSSAG00000076626	automatic	NA
106607857	ENSSSAG00000076699	automatic	NA
106607860	ENSSSAG00000076834	automatic	NA
106607862	ENSSSAG00000076847	automatic	NA
106607865	ENSSSAG00000076862	automatic	NA
106607866	ENSSSAG00000076885	automatic	NA
106607867	ENSSSAG00000076890	automatic	NA
106607868	ENSSSAG00000076896	automatic	NA
106607919	ENSSSAG00000076898	automatic	NA
106607874	ENSSSAG00000076921	automatic	NA
106607875	ENSSSAG00000088230	automatic	NA
106607882	ENSSSAG00000002226	automatic	NA
123743479	ENSSSAG00000002343	automatic	NA
106607880	ENSSSAG00000099058	automatic	NA
106607884	ENSSSAG00000002900	automatic	NA
106607886	ENSSSAG00000002923	automatic	NA
106607888	ENSSSAG00000002938	automatic	NA
106607887	ENSSSAG00000002957	automatic	NA
106607921	ENSSSAG00000082068	automatic	NA
100194620	ENSSSAG00000003104	automatic	NA
106607890	ENSSSAG00000104497	automatic	NA
106607891	ENSSSAG00000007116	automatic	NA
106607894	ENSSSAG00000053685	automatic	NA
106607895	ENSSSAG00000007172	automatic	NA
106607896	ENSSSAG00000007202	automatic	NA
106607897	ENSSSAG00000007317	automatic	NA
106607898	ENSSSAG00000097045	automatic	NA
106607900	ENSSSAG00000007398	automatic	NA
106607899	ENSSSAG00000007404	automatic	NA
106607901	ENSSSAG00000007433	automatic	NA
106607949	ENSSSAG00000103356	automatic	NA
106607948	ENSSSAG00000106299	automatic	NA
106607947	ENSSSAG00000107759	automatic	NA
100194862	ENSSSAG00000007607	automatic	NA
106607944	ENSSSAG00000114850	automatic	NA
106607946	ENSSSAG00000082023	automatic	NA
106607943	ENSSSAG00000007642	automatic	NA
100500788	ENSSSAG00000007669	automatic	NA
106607941	ENSSSAG00000007742	automatic	NA
106607940	ENSSSAG00000007769	automatic	NA
106607925	ENSSSAG00000097178	automatic	NA
106607924	ENSSSAG00000089147	automatic	NA
100500789	ENSSSAG00000007823	automatic	NA
100380689	ENSSSAG00000007833	automatic	NA
106607936	ENSSSAG00000007868	automatic	NA
106607931	ENSSSAG00000007980	automatic	NA
106607930	ENSSSAG00000084223	automatic	NA
106607929	ENSSSAG00000008039	automatic	NA
106607926	ENSSSAG00000105131	automatic	NA
106607928	ENSSSAG00000008118	automatic	NA
106607956	ENSSSAG00000008215	automatic	NA
106607955	ENSSSAG00000008200	automatic	NA
106608039	ENSSSAG00000061632	automatic	NA
100194989	ENSSSAG00000053430	automatic	NA
106608036	ENSSSAG00000053140	automatic	NA
106608035	ENSSSAG00000052938	automatic	NA
100380653	ENSSSAG00000043582	automatic	NA
106608033	ENSSSAG00000052881	automatic	NA
106608031	ENSSSAG00000043294	automatic	NA
106608032	ENSSSAG00000043253	automatic	NA
106608030	ENSSSAG00000104054	automatic	NA
106608029	ENSSSAG00000043145	automatic	NA
106608026	ENSSSAG00000043108	automatic	NA
106608025	ENSSSAG00000039951	automatic	NA
106608024	ENSSSAG00000095886	automatic	NA
100194868	ENSSSAG00000039750	automatic	NA
123743485	ENSSSAG00000102479	automatic	NA
106608023	ENSSSAG00000039503	automatic	NA
101448045	ENSSSAG00000039408	automatic	NA
106608020	ENSSSAG00000039163	automatic	NA
106608018	ENSSSAG00000014804	automatic	NA
106608019	ENSSSAG00000012916	automatic	NA
106608016	ENSSSAG00000012504	automatic	NA
106608013	ENSSSAG00000012057	automatic	NA
106608014	ENSSSAG00000011402	automatic	NA
100380431	ENSSSAG00000009338	automatic	NA
100136461	ENSSSAG00000007452	automatic	NA
106608009	ENSSSAG00000007432	automatic	NA
106608008	ENSSSAG00000119524	automatic	NA
106608007	ENSSSAG00000007428	automatic	NA
100306829	ENSSSAG00000005568	automatic	NA
106608006	ENSSSAG00000005457	automatic	NA
106608002	ENSSSAG00000003849	automatic	NA
106608000	ENSSSAG00000091488	automatic	NA
106607999	ENSSSAG00000003648	automatic	NA
106607995	ENSSSAG00000003580	automatic	NA
106607994	ENSSSAG00000003559	automatic	NA
106607991	ENSSSAG00000046109	automatic	NA
106607989	ENSSSAG00000003388	automatic	NA
106607987	ENSSSAG00000091438	automatic	NA
106607985	ENSSSAG00000003305	automatic	NA
106607986	ENSSSAG00000116344	automatic	NA
106607984	ENSSSAG00000054969	automatic	NA
106607982	ENSSSAG00000003196	automatic	NA
106607980	ENSSSAG00000002396	automatic	NA
106607959	ENSSSAG00000009642	automatic	NA
106607961	ENSSSAG00000008552	automatic	NA
106607960	ENSSSAG00000008446	automatic	NA
106607962	ENSSSAG00000109308	automatic	NA
106607963	ENSSSAG00000098472	automatic	NA
106607964	ENSSSAG00000008398	automatic	NA
106607965	ENSSSAG00000008383	automatic	NA
106607967	ENSSSAG00000092355	automatic	NA
106607968	ENSSSAG00000008348	automatic	NA
106607970	ENSSSAG00000110792	automatic	NA
106607971	ENSSSAG00000090271	automatic	NA
100846964	ENSSSAG00000008297	automatic	NA
106607972	ENSSSAG00000008287	automatic	NA
100196239	ENSSSAG00000008240	automatic	NA
100194920	ENSSSAG00000096175	automatic	NA
106607973	ENSSSAG00000095056	automatic	NA
106607958	ENSSSAG00000008223	automatic	NA
106608049	ENSSSAG00000091891	automatic	NA
106608042	ENSSSAG00000061721	automatic	NA
106608050	ENSSSAG00000062094	automatic	NA
106608041	ENSSSAG00000101895	automatic	NA
106608043	ENSSSAG00000097867	automatic	NA
106608044	ENSSSAG00000062468	automatic	NA
106608045	ENSSSAG00000062498	automatic	NA
106608048	ENSSSAG00000084988	automatic	NA
106608046	ENSSSAG00000062770	automatic	NA
106608058	ENSSSAG00000101039	automatic	NA
100194698	ENSSSAG00000066632	automatic	NA
106608056	ENSSSAG00000066803	automatic	NA
106608053	ENSSSAG00000067850	automatic	NA
100380549	ENSSSAG00000070484	automatic	NA
106608062	ENSSSAG00000070616	automatic	NA
106608040	ENSSSAG00000114915	automatic	NA
106608065	ENSSSAG00000073961	automatic	NA
106608064	ENSSSAG00000073974	automatic	NA
106608077	ENSSSAG00000037891	automatic	NA
106608076	ENSSSAG00000038596	automatic	NA
106608075	ENSSSAG00000038854	automatic	NA
106608073	ENSSSAG00000089567	automatic	NA
106608079	ENSSSAG00000067614	automatic	NA
106608096	ENSSSAG00000098847	automatic	NA
106608095	ENSSSAG00000113310	automatic	NA
106608094	ENSSSAG00000039645	automatic	NA
100217349	ENSSSAG00000039715	automatic	NA
106608092	ENSSSAG00000039899	automatic	NA
106608091	ENSSSAG00000040356	automatic	NA
106608090	ENSSSAG00000108139	automatic	NA
106608088	ENSSSAG00000040472	automatic	NA
106608087	ENSSSAG00000040602	automatic	NA
106608086	ENSSSAG00000040612	automatic	NA
106608085	ENSSSAG00000121976	automatic	NA
106608084	ENSSSAG00000105129	automatic	NA
106608083	ENSSSAG00000040657	automatic	NA
123743491	ENSSSAG00000040681	automatic	NA
106608082	ENSSSAG00000099473	automatic	NA
106608098	ENSSSAG00000041029	automatic	NA
106608081	ENSSSAG00000041112	automatic	NA
100195434	ENSSSAG00000042517	automatic	NA
123743492	ENSSSAG00000119421	automatic	NA
106608138	ENSSSAG00000042593	automatic	NA
106608137	ENSSSAG00000042708	automatic	NA
106608136	ENSSSAG00000042708	automatic	NA
106608134	ENSSSAG00000044388	automatic	NA
106608133	ENSSSAG00000043679	automatic	NA
106608125	ENSSSAG00000043687	automatic	NA
106608124	ENSSSAG00000119321	automatic	NA
106608127	ENSSSAG00000043734	automatic	NA
123743494	ENSSSAG00000043741	automatic	NA
100380827	ENSSSAG00000043755	automatic	NA
106608119	ENSSSAG00000044210	automatic	NA
106608128	ENSSSAG00000047406	automatic	NA
106608118	ENSSSAG00000048020	automatic	NA
106608120	ENSSSAG00000076242	automatic	NA
106608122	ENSSSAG00000076262	automatic	NA
106608116	ENSSSAG00000076443	automatic	NA
106608115	ENSSSAG00000090330	automatic	NA
106608113	ENSSSAG00000076449	automatic	NA
106608114	ENSSSAG00000117770	automatic	NA
106608112	ENSSSAG00000076499	automatic	NA
106608111	ENSSSAG00000094089	automatic	NA
106608110	ENSSSAG00000076506	automatic	NA
106608109	ENSSSAG00000076522	automatic	NA
123743496	ENSSSAG00000076544	automatic	NA
100194943	ENSSSAG00000076547	automatic	NA
106608145	ENSSSAG00000116997	automatic	NA
106608151	ENSSSAG00000116826	automatic	NA
106568622	ENSSSAG00000092822	automatic	NA
106568623	ENSSSAG00000007210	automatic	NA
106608184	ENSSSAG00000076617	automatic	NA
100380634	ENSSSAG00000076660	automatic	NA
106608185	ENSSSAG00000076599	automatic	NA
106608187	ENSSSAG00000076585	automatic	NA
106608186	ENSSSAG00000076573	automatic	NA
106608189	ENSSSAG00000076557	automatic	NA
123743501	ENSSSAG00000122121	automatic	NA
106608181	ENSSSAG00000121589	automatic	NA
106608180	ENSSSAG00000004656	automatic	NA
106608177	ENSSSAG00000004652	automatic	NA
106608178	ENSSSAG00000121875	automatic	NA
106608176	ENSSSAG00000087031	automatic	NA
106608192	ENSSSAG00000096455	automatic	NA
106608174	ENSSSAG00000004704	automatic	NA
106608173	ENSSSAG00000004756	automatic	NA
106608172	ENSSSAG00000005162	automatic	NA
106608170	ENSSSAG00000113864	automatic	NA
100196694	ENSSSAG00000005184	automatic	NA
106608167	ENSSSAG00000005267	automatic	NA
106608169	ENSSSAG00000095145	automatic	NA
106608168	ENSSSAG00000006066	automatic	NA
106608165	ENSSSAG00000086362	automatic	NA
100195492	ENSSSAG00000015650	automatic	NA
106608202	ENSSSAG00000015657	automatic	NA
100306802	ENSSSAG00000015682	automatic	NA
106608201	ENSSSAG00000015729	automatic	NA
106608199	ENSSSAG00000121041	automatic	NA
106608197	ENSSSAG00000015832	automatic	NA
106608196	ENSSSAG00000021389	automatic	NA
106608207	ENSSSAG00000023564	automatic	NA
106608208	ENSSSAG00000120456	automatic	NA
106608213	ENSSSAG00000029856	automatic	NA
106608214	ENSSSAG00000042921	automatic	NA
106608215	ENSSSAG00000043385	automatic	NA
106608217	ENSSSAG00000043675	automatic	NA
106608223	ENSSSAG00000043765	automatic	NA
106608224	ENSSSAG00000043788	automatic	NA
106608233	ENSSSAG00000105220	automatic	NA
106608229	ENSSSAG00000097739	automatic	NA
106608227	ENSSSAG00000085891	automatic	NA
100136379	ENSSSAG00000044132	automatic	NA
106608236	ENSSSAG00000046052	automatic	NA
106608234	ENSSSAG00000046006	automatic	NA
106608237	ENSSSAG00000096185	automatic	NA
106608238	ENSSSAG00000045521	automatic	NA
106608242	ENSSSAG00000088284	automatic	NA
106608241	ENSSSAG00000114337	automatic	NA
106608246	ENSSSAG00000101942	automatic	NA
106608231	ENSSSAG00000044198	automatic	NA
106608259	ENSSSAG00000073229	automatic	NA
106608256	ENSSSAG00000102746	automatic	NA
106608253	ENSSSAG00000046712	automatic	NA
106608250	ENSSSAG00000085712	automatic	NA
106608254	ENSSSAG00000048651	automatic	NA
106608255	ENSSSAG00000048654	automatic	NA
106608252	ENSSSAG00000048667	automatic	NA
106608163	ENSSSAG00000006421	automatic	NA
106608162	ENSSSAG00000093154	automatic	NA
106608160	ENSSSAG00000090373	automatic	NA
106608159	ENSSSAG00000009623	automatic	NA
106608158	ENSSSAG00000009631	automatic	NA
106608191	ENSSSAG00000009648	automatic	NA
106608157	ENSSSAG00000009670	automatic	NA
106608156	ENSSSAG00000009763	automatic	NA
106608154	ENSSSAG00000104352	automatic	NA
106608153	ENSSSAG00000009826	automatic	NA
106608267	ENSSSAG00000038239	automatic	NA
106608266	ENSSSAG00000095884	automatic	NA
106608268	ENSSSAG00000040119	automatic	NA
100195659	ENSSSAG00000042530	automatic	NA
106608271	ENSSSAG00000112030	automatic	NA
106608270	ENSSSAG00000042597	automatic	NA
106608269	ENSSSAG00000042852	automatic	NA
100195306	ENSSSAG00000043336	automatic	NA
106608273	ENSSSAG00000043356	automatic	NA
106608262	ENSSSAG00000037837	automatic	NA
106608279	ENSSSAG00000043527	automatic	NA
106608277	ENSSSAG00000092698	automatic	NA
106608315	ENSSSAG00000043532	automatic	NA
106608313	ENSSSAG00000106493	automatic	NA
106608311	ENSSSAG00000043583	automatic	NA
106608312	ENSSSAG00000115566	automatic	NA
106608310	ENSSSAG00000117071	automatic	NA
100380449	ENSSSAG00000043610	automatic	NA
106608309	ENSSSAG00000043627	automatic	NA
106608308	ENSSSAG00000044344	automatic	NA
106608306	ENSSSAG00000050640	automatic	NA
106608305	ENSSSAG00000062923	automatic	NA
106608304	ENSSSAG00000050699	automatic	NA
106608301	ENSSSAG00000050768	automatic	NA
106608299	ENSSSAG00000103763	automatic	NA
106608298	ENSSSAG00000050821	automatic	NA
106608286	ENSSSAG00000050827	automatic	NA
106608285	ENSSSAG00000110761	automatic	NA
106608297	ENSSSAG00000050848	automatic	NA
106608296	ENSSSAG00000121196	automatic	NA
106608314	ENSSSAG00000111782	automatic	NA
106608295	ENSSSAG00000050967	automatic	NA
106608293	ENSSSAG00000082404	automatic	NA
106608294	ENSSSAG00000109807	automatic	NA
106608292	ENSSSAG00000121115	automatic	NA
106608291	ENSSSAG00000051115	automatic	NA
106608275	ENSSSAG00000099908	automatic	NA
123743512	ENSSSAG00000051143	automatic	NA
106608317	ENSSSAG00000039901	automatic	NA
106608318	ENSSSAG00000109866	automatic	NA
106608324	ENSSSAG00000051246	automatic	NA
106608321	ENSSSAG00000051433	automatic	NA
106608320	ENSSSAG00000051574	automatic	NA
106608319	ENSSSAG00000051601	automatic	NA
106608329	ENSSSAG00000052120	automatic	NA
106608328	ENSSSAG00000052130	automatic	NA
106594046	ENSSSAG00000094464	automatic	NA
106608330	ENSSSAG00000052152	automatic	NA
106608341	ENSSSAG00000052278	automatic	NA
106608338	ENSSSAG00000114290	automatic	NA
106605508	ENSSSAG00000083381	automatic	NA
106608345	ENSSSAG00000120478	automatic	NA
106608343	ENSSSAG00000048936	automatic	NA
106608334	ENSSSAG00000052194	automatic	NA
106608333	ENSSSAG00000052176	automatic	NA
106608357	ENSSSAG00000053635	automatic	NA
106608350	ENSSSAG00000053615	automatic	NA
106608356	ENSSSAG00000093466	automatic	NA
106608358	ENSSSAG00000002134	automatic	NA
106608359	ENSSSAG00000053648	automatic	NA
106608347	ENSSSAG00000053590	automatic	NA
106608353	ENSSSAG00000053623	automatic	NA
106608352	ENSSSAG00000115865	automatic	NA
106608361	ENSSSAG00000101660	automatic	NA
106608364	ENSSSAG00000100596	automatic	NA
106608360	ENSSSAG00000116758	automatic	NA
106593828	ENSSSAG00000106527	automatic	NA
123743515	ENSSSAG00000093825	automatic	NA
106608373	ENSSSAG00000099516	automatic	NA
106591869	ENSSSAG00000113910	automatic	NA
106593329	ENSSSAG00000097224	automatic	NA
106594355	ENSSSAG00000054138	automatic	NA
106608380	ENSSSAG00000047571	automatic	NA
106608385	ENSSSAG00000002469	automatic	NA
106593548	ENSSSAG00000060021	automatic	NA
100195292	ENSSSAG00000056949	automatic	NA
106608375	ENSSSAG00000110939	automatic	NA
106608384	ENSSSAG00000121335	automatic	NA
106592405	ENSSSAG00000103924	automatic	NA
123743518	ENSSSAG00000114888	automatic	NA
106562799	ENSSSAG00000073273	automatic	NA
106608409	ENSSSAG00000003250	automatic	NA
106592066	ENSSSAG00000093856	automatic	NA
106608401	ENSSSAG00000002918	automatic	NA
106592125	ENSSSAG00000098288	automatic	NA
106591046	ENSSSAG00000115610	automatic	NA
106592655	ENSSSAG00000102283	automatic	NA
123743717	ENSSSAG00000090592	automatic	NA
106592207	ENSSSAG00000099797	automatic	NA
106565081	ENSSSAG00000076218	automatic	NA
123743719	ENSSSAG00000116144	automatic	NA
106600660	ENSSSAG00000085385	automatic	NA
106591915	ENSSSAG00000109658	automatic	NA
106608419	ENSSSAG00000003402	automatic	NA
106608418	ENSSSAG00000097950	automatic	NA
106595406	ENSSSAG00000109755	automatic	NA
106608424	ENSSSAG00000003560	automatic	NA
106592438	ENSSSAG00000098263	automatic	NA
106591515	ENSSSAG00000042383	automatic	NA
100195674	ENSSSAG00000049278	automatic	NA
106608429	ENSSSAG00000044254	automatic	NA
106608430	ENSSSAG00000003781	automatic	NA
106593657	ENSSSAG00000010094	automatic	NA
106590856	ENSSSAG00000115340	automatic	NA
106608433	ENSSSAG00000113030	automatic	NA
106608435	ENSSSAG00000003846	automatic	NA
106608437	ENSSSAG00000121940	automatic	NA
106595396	ENSSSAG00000015655	automatic	NA
106608439	ENSSSAG00000003867	automatic	NA
106591872	ENSSSAG00000119977	automatic	NA
106608443	ENSSSAG00000101621	automatic	NA
123743727	ENSSSAG00000091100	automatic	NA
106608464	ENSSSAG00000085707	automatic	NA
106608461	ENSSSAG00000003915	automatic	NA
106608459	ENSSSAG00000098904	automatic	NA
100195278	ENSSSAG00000004049	automatic	NA
106608455	ENSSSAG00000107439	automatic	NA
106608479	ENSSSAG00000089795	automatic	NA
106608480	ENSSSAG00000004107	automatic	NA
106608498	ENSSSAG00000107874	automatic	NA
106608496	ENSSSAG00000117560	automatic	NA
106608489	ENSSSAG00000004327	automatic	NA
106608486	ENSSSAG00000004254	automatic	NA
106608484	ENSSSAG00000004126	automatic	NA
106608502	ENSSSAG00000002771	automatic	NA
106608510	ENSSSAG00000002712	automatic	NA
106608509	ENSSSAG00000002676	automatic	NA
106608508	ENSSSAG00000002671	automatic	NA
106608505	ENSSSAG00000002664	automatic	NA
100194784	ENSSSAG00000002648	automatic	NA
106608503	ENSSSAG00000002324	automatic	NA
106608533	ENSSSAG00000119180	automatic	NA
106608531	ENSSSAG00000115843	automatic	NA
106608529	ENSSSAG00000003003	automatic	NA
100306846	ENSSSAG00000002993	automatic	NA
100195509	ENSSSAG00000002986	automatic	NA
106608527	ENSSSAG00000002955	automatic	NA
100194906	ENSSSAG00000002920	automatic	NA
106608525	ENSSSAG00000002903	automatic	NA
106608516	ENSSSAG00000002854	automatic	NA
106608517	ENSSSAG00000002828	automatic	NA
106608518	ENSSSAG00000002818	automatic	NA
106608519	ENSSSAG00000114692	automatic	NA
106594471	ENSSSAG00000099848	automatic	NA
106608520	ENSSSAG00000002804	automatic	NA
106608524	ENSSSAG00000105977	automatic	NA
106608523	ENSSSAG00000088480	automatic	NA
106608522	ENSSSAG00000002877	automatic	NA
106608535	ENSSSAG00000111088	automatic	NA
106608544	ENSSSAG00000003088	automatic	NA
106591080	ENSSSAG00000114796	automatic	NA
106591081	ENSSSAG00000115209	automatic	NA
106608541	ENSSSAG00000114796	automatic	NA
123743735	ENSSSAG00000003042	automatic	NA
106608540	ENSSSAG00000056676	automatic	NA
106608537	ENSSSAG00000040955	automatic	NA
106608554	ENSSSAG00000003097	automatic	NA
106608547	ENSSSAG00000003166	automatic	NA
106608553	ENSSSAG00000005897	automatic	NA
100286650	ENSSSAG00000004837	automatic	NA
106608552	ENSSSAG00000004690	automatic	NA
106608551	ENSSSAG00000004682	automatic	NA
106608549	ENSSSAG00000003821	automatic	NA
106608548	ENSSSAG00000003774	automatic	NA
106595343	ENSSSAG00000014842	automatic	NA
106597653	ENSSSAG00000005906	automatic	NA
106591919	ENSSSAG00000059975	automatic	NA
106608557	ENSSSAG00000005913	automatic	NA
106608558	ENSSSAG00000119094	automatic	NA
106608556	ENSSSAG00000116289	automatic	NA
106608564	ENSSSAG00000006057	automatic	NA
106608568	ENSSSAG00000006919	automatic	NA
106608569	ENSSSAG00000007010	automatic	NA
106608570	ENSSSAG00000007102	automatic	NA
106608572	ENSSSAG00000007143	automatic	NA
100195682	ENSSSAG00000007809	automatic	NA
106608575	ENSSSAG00000007815	automatic	NA
100380644	ENSSSAG00000007877	automatic	NA
106608576	ENSSSAG00000008316	automatic	NA
106608579	ENSSSAG00000119114	automatic	NA
106608582	ENSSSAG00000098780	automatic	NA
100196768	ENSSSAG00000039604	automatic	NA
106608583	ENSSSAG00000063371	automatic	NA
106608603	ENSSSAG00000116914	automatic	NA
106608586	ENSSSAG00000040519	automatic	NA
106608585	ENSSSAG00000041754	automatic	NA
106608588	ENSSSAG00000045676	automatic	NA
106608589	ENSSSAG00000045686	automatic	NA
106608590	ENSSSAG00000045830	automatic	NA
106608593	ENSSSAG00000002269	automatic	NA
106608592	ENSSSAG00000100657	automatic	NA
106608595	ENSSSAG00000002459	automatic	NA
106608596	ENSSSAG00000002679	automatic	NA
106608599	ENSSSAG00000002728	automatic	NA
106608563	ENSSSAG00000002749	automatic	NA
106608688	ENSSSAG00000080472	automatic	NA
106608687	ENSSSAG00000118017	automatic	NA
106608686	ENSSSAG00000084483	automatic	NA
100196516	ENSSSAG00000003320	automatic	NA
106608684	ENSSSAG00000003329	automatic	NA
100196659	ENSSSAG00000003352	automatic	NA
106608683	ENSSSAG00000003437	automatic	NA
106608680	ENSSSAG00000003456	automatic	NA
106608682	ENSSSAG00000003463	automatic	NA
106608676	ENSSSAG00000003493	automatic	NA
106608675	ENSSSAG00000003660	automatic	NA
106608697	ENSSSAG00000092063	automatic	NA
100136540	ENSSSAG00000093053	automatic	NA
106608671	ENSSSAG00000005194	automatic	NA
106608670	ENSSSAG00000005218	automatic	NA
106608669	ENSSSAG00000005263	automatic	NA
100217350	ENSSSAG00000005282	automatic	NA
100380522	ENSSSAG00000005308	automatic	NA
100195499	ENSSSAG00000005323	automatic	NA
106608667	ENSSSAG00000093991	automatic	NA
106608666	ENSSSAG00000005347	automatic	NA
106608664	ENSSSAG00000005361	automatic	NA
106608662	ENSSSAG00000005377	automatic	NA
106608661	ENSSSAG00000005392	automatic	NA
106608659	ENSSSAG00000005414	automatic	NA
106608658	ENSSSAG00000005427	automatic	NA
100195110	ENSSSAG00000005446	automatic	NA
106608656	ENSSSAG00000005455	automatic	NA
106608655	ENSSSAG00000120880	automatic	NA
106608654	ENSSSAG00000005493	automatic	NA
106608653	ENSSSAG00000005518	automatic	NA
106608652	ENSSSAG00000108693	automatic	NA
106608694	ENSSSAG00000005787	automatic	NA
106608648	ENSSSAG00000005799	automatic	NA
106608647	ENSSSAG00000110280	automatic	NA
106608645	ENSSSAG00000113997	automatic	NA
100380399	ENSSSAG00000005878	automatic	NA
106608644	ENSSSAG00000006377	automatic	NA
106608643	ENSSSAG00000030907	automatic	NA
106608640	ENSSSAG00000033777	automatic	NA
106608636	ENSSSAG00000037401	automatic	NA
106608638	ENSSSAG00000039413	automatic	NA
106608637	ENSSSAG00000120143	automatic	NA
106608635	ENSSSAG00000090565	automatic	NA
123743741	ENSSSAG00000110195	automatic	NA
106608634	ENSSSAG00000039827	automatic	NA
100194546	ENSSSAG00000039999	automatic	NA
106608629	ENSSSAG00000040278	automatic	NA
106608627	ENSSSAG00000057570	automatic	NA
106608626	ENSSSAG00000057685	automatic	NA
106608625	ENSSSAG00000062965	automatic	NA
106608623	ENSSSAG00000062983	automatic	NA
100195201	ENSSSAG00000063203	automatic	NA
100196271	ENSSSAG00000063292	automatic	NA
106608622	ENSSSAG00000097570	automatic	NA
106608618	ENSSSAG00000096793	automatic	NA
106608620	ENSSSAG00000091906	automatic	NA
106608616	ENSSSAG00000063349	automatic	NA
106608615	ENSSSAG00000063507	automatic	NA
106608614	ENSSSAG00000092519	automatic	NA
106608613	ENSSSAG00000002760	automatic	NA
106608612	ENSSSAG00000007715	automatic	NA
106608690	ENSSSAG00000102011	automatic	NA
106608611	ENSSSAG00000007723	automatic	NA
106608606	ENSSSAG00000111433	automatic	NA
100137726	ENSSSAG00000076592	automatic	NA
100380461	ENSSSAG00000076598	automatic	NA
106608788	ENSSSAG00000076710	automatic	NA
106608716	ENSSSAG00000078516	automatic	NA
106608787	ENSSSAG00000079215	automatic	NA
123723716	ENSSSAG00000101481	automatic	NA
106608785	ENSSSAG00000109805	automatic	NA
106608783	ENSSSAG00000114456	automatic	NA
106608782	ENSSSAG00000079545	automatic	NA
106608779	ENSSSAG00000087747	automatic	NA
106608781	ENSSSAG00000079568	automatic	NA
106608778	ENSSSAG00000092192	automatic	NA
106608776	ENSSSAG00000079580	automatic	NA
106608773	ENSSSAG00000079590	automatic	NA
106608774	ENSSSAG00000079611	automatic	NA
106608772	ENSSSAG00000079612	automatic	NA
106608771	ENSSSAG00000104990	automatic	NA
106608770	ENSSSAG00000079617	automatic	NA
106608769	ENSSSAG00000079625	automatic	NA
100380458	ENSSSAG00000079629	automatic	NA
123743747	ENSSSAG00000079640	automatic	NA
106608798	ENSSSAG00000079641	automatic	NA
106608767	ENSSSAG00000079648	automatic	NA
106608764	ENSSSAG00000079658	automatic	NA
106608761	ENSSSAG00000113146	automatic	NA
106608759	ENSSSAG00000082740	automatic	NA
106608757	ENSSSAG00000080602	automatic	NA
106608698	ENSSSAG00000080604	automatic	NA
106608796	ENSSSAG00000080604	automatic	NA
123743749	ENSSSAG00000106648	automatic	NA
123743750	ENSSSAG00000076578	automatic	NA
106608755	ENSSSAG00000080612	automatic	NA
106608754	ENSSSAG00000080728	automatic	NA
106608752	ENSSSAG00000081061	automatic	NA
106608749	ENSSSAG00000081071	automatic	NA
106608750	ENSSSAG00000110509	automatic	NA
106608746	ENSSSAG00000081079	automatic	NA
106608745	ENSSSAG00000081111	automatic	NA
100195140	ENSSSAG00000081176	automatic	NA
100380692	ENSSSAG00000081371	automatic	NA
106608735	ENSSSAG00000116437	automatic	NA
106608792	ENSSSAG00000081556	automatic	NA
123743751	ENSSSAG00000120710	automatic	NA
106608793	ENSSSAG00000108996	automatic	NA
106608740	ENSSSAG00000081558	automatic	NA
106608739	ENSSSAG00000081561	automatic	NA
123743752	ENSSSAG00000113629	automatic	NA
106608736	ENSSSAG00000081551	automatic	NA
106608737	ENSSSAG00000081576	automatic	NA
106608731	ENSSSAG00000085081	automatic	NA
106608791	ENSSSAG00000081589	automatic	NA
100380499	ENSSSAG00000081590	automatic	NA
106608730	ENSSSAG00000081591	automatic	NA
106608790	ENSSSAG00000081592	automatic	NA
106608729	ENSSSAG00000081596	automatic	NA
106608728	ENSSSAG00000088265	automatic	NA
106608724	ENSSSAG00000081611	automatic	NA
106608722	ENSSSAG00000081612	automatic	NA
106608721	ENSSSAG00000081614	automatic	NA
106608720	ENSSSAG00000103895	automatic	NA
106608719	ENSSSAG00000081618	automatic	NA
106608803	ENSSSAG00000081622	automatic	NA
106608810	ENSSSAG00000005431	automatic	NA
106608811	ENSSSAG00000005439	automatic	NA
106608813	ENSSSAG00000084975	automatic	NA
106608815	ENSSSAG00000005452	automatic	NA
106608812	ENSSSAG00000005454	automatic	NA
106608816	ENSSSAG00000108653	automatic	NA
106608818	ENSSSAG00000085896	automatic	NA
106608817	ENSSSAG00000005485	automatic	NA
106608821	ENSSSAG00000005532	automatic	NA
106608819	ENSSSAG00000005534	automatic	NA
106608822	ENSSSAG00000066272	automatic	NA
106608824	ENSSSAG00000005591	automatic	NA
106608832	ENSSSAG00000005776	automatic	NA
106608833	ENSSSAG00000005816	automatic	NA
106608835	ENSSSAG00000005836	automatic	NA
106608836	ENSSSAG00000005924	automatic	NA
100195582	ENSSSAG00000005950	automatic	NA
106608839	ENSSSAG00000106428	automatic	NA
106608841	ENSSSAG00000115036	automatic	NA
106608838	ENSSSAG00000092735	automatic	NA
123743848	ENSSSAG00000006199	automatic	NA
106596943	ENSSSAG00000062069	automatic	NA
106594284	ENSSSAG00000044458	automatic	NA
